Date,AAPL,AMZN,MSFT,NVDA,TSLA
2021-01-05,,,,,
2021-01-06,,,,,
2021-01-07,,,,,
2021-01-08,,,,,
2021-01-11,,,,,
2021-01-12,,,,,
2021-01-13,,,,,
2021-01-14,,,,,
2021-01-15,,,,,
2021-01-19,,,,,
2021-01-20,,,,,
2021-01-21,,,,,
2021-01-22,,,,,
2021-01-25,,,,,
2021-01-26,,,,,
2021-01-27,,,,,
2021-01-28,,,,,
2021-01-29,,,,,
2021-02-01,,,,,
2021-02-02,,,,,
2021-02-03,,,,,
2021-02-04,,,,,
2021-02-05,,,,,
2021-02-08,,,,,
2021-02-09,,,,,
2021-02-10,,,,,
2021-02-11,,,,,
2021-02-12,,,,,
2021-02-16,,,,,
2021-02-17,0.019991249224914527,0.016314341098025195,0.015114177266888294,0.02765677395681342,0.03597594816740056
2021-02-18,0.019933054664096127,0.016256843236544496,0.015140317637182566,0.027508575469918885,0.03610245899194777
2021-02-19,0.018897766288087228,0.01618307975250676,0.014370889074880917,0.024830472356491422,0.03582484480672825
2021-02-22,0.018644711429267536,0.016647476209082388,0.014720684574876202,0.024088584753629724,0.03613964702060564
2021-02-23,0.01855475721794777,0.016624457621419758,0.014773393253085606,0.02426444129565463,0.032755569669536314
2021-02-24,0.018100121807985564,0.016254887925744883,0.014611132238979169,0.024240570891027633,0.032247745234781716
2021-02-25,0.019138275436116254,0.01733040665303316,0.015170462567192728,0.028684220270085752,0.03386404191939543
2021-02-26,0.018850703549387116,0.017255840203522346,0.015324137764325793,0.029220717434784133,0.03378431205182915
2021-03-01,0.021284650617858804,0.01741220617499135,0.015243552196497595,0.028858293283723704,0.03615694287579719
2021-03-02,0.02148297188906544,0.017626222985426345,0.01551780397868576,0.029063649112463633,0.036751748697825916
2021-03-03,0.021898882246192356,0.018366521344545177,0.016218887529485755,0.03019476645350942,0.03717417809453354
2021-03-04,0.021071589413501245,0.016142506478917868,0.01486308945437781,0.030384239042728484,0.03778999136978451
2021-03-05,0.019892897717514537,0.0159774384729646,0.015344592924221473,0.029512953589083173,0.038128612171486616
2021-03-08,0.020687157996904387,0.016153454137830262,0.015729412490608684,0.03189883972953025,0.03901891987417635
2021-03-09,0.021526419715587716,0.017803505832117112,0.016293279981953467,0.035508502160472306,0.053907522555715987
2021-03-10,0.021497310460340275,0.017658991262473552,0.016190985960665257,0.0354166423683247,0.053873351176604745
2021-03-11,0.02186676917976138,0.017381590006117272,0.01659732664108439,0.03559884047390238,0.05473072909132589
2021-03-12,0.02112195428473752,0.01741534871721483,0.015941745925844242,0.0356111269177831,0.054485940473201655
2021-03-15,0.02075173417422644,0.01734669278909122,0.015001443705068373,0.03590943048085338,0.05398272038741941
2021-03-16,0.020647835154957116,0.015285763509312428,0.013883687029898034,0.0357733671865332,0.05323462357507936
2021-03-17,0.02060294435781508,0.015390345534366348,0.01389235942985207,0.03550641279705709,0.0531651133495124
2021-03-18,0.021377089845870625,0.016162495503920127,0.014413016325689993,0.03650688496801501,0.0543579139733325
2021-03-19,0.020663611393219657,0.01644078967741356,0.014405152108797293,0.036504800197992224,0.05438872160414466
2021-03-22,0.021503850618800863,0.016568338915863595,0.01516286755721793,0.036847576477571004,0.0546453022280256
2021-03-23,0.02149824053657455,0.016639699890652462,0.015220427492007244,0.03491073816437046,0.05452394882363653
2021-03-24,0.021703742289603794,0.01683280349126099,0.01525445656756426,0.03530252021480828,0.055011324926555485
2021-03-25,0.02175318278063526,0.01694419857179656,0.01541120977598515,0.03455176652244042,0.05454103739823001
2021-03-26,0.021810382054926962,0.016933949873228858,0.01573689670095802,0.03425885480517231,0.05469497734304119
2021-03-29,0.02180806881369798,0.016984389109510875,0.01574590776739213,0.034243187022912756,0.05464347431693913
2021-03-30,0.021742237932640376,0.017005468460952567,0.01591581253823107,0.033806027353235645,0.05524162183295576
2021-03-31,0.021927641076266807,0.01702178419857108,0.016235713082424094,0.03438413186922754,0.056197029153915244
2021-04-01,0.021951121566590806,0.01751129786308966,0.017072829357492086,0.035065400212161875,0.05617884216631651
2021-04-05,0.022422359560881303,0.017464010368112123,0.017656709744466245,0.03513368831707672,0.056868033578362766
2021-04-06,0.02174666395894242,0.01700158283638621,0.016892013434733677,0.03448042647368682,0.054669309033414
2021-04-07,0.02187538930212382,0.017260894709063473,0.01687161999281621,0.03457599939197592,0.054799620163314224
2021-04-08,0.022110371876623854,0.017133254603166333,0.01698257405711424,0.034337397981964404,0.05368387163489616
2021-04-09,0.021259241995753193,0.016272945628801945,0.01627927739230181,0.03061768567421811,0.05159870556398567
2021-04-12,0.021474377391497563,0.01619830394316567,0.016157524177848073,0.0317458893058643,0.05196473177662777
2021-04-13,0.01965579421396222,0.01599005294411486,0.015918214303019467,0.032115289465828936,0.05302229620659234
2021-04-14,0.01954183610833227,0.016136862070056858,0.015861093598997466,0.031907287779060364,0.052872961095300784
2021-04-15,0.019112720035500748,0.015111224174089355,0.014949562867365823,0.0318162377977546,0.051962427017720456
2021-04-16,0.018803241529687334,0.014908151874810625,0.014870244245943636,0.031103535103079137,0.050964239851791014
2021-04-19,0.018760167266452007,0.01506989627420316,0.01469247369052702,0.03210334828408833,0.050853542591204615
2021-04-20,0.01701398672816876,0.014861777233372245,0.014142288316232036,0.028898272082748453,0.04932520731775483
2021-04-21,0.01559513058778147,0.013490494706909158,0.013448780072487164,0.02562648592441184,0.034905003029832814
2021-04-22,0.01567157148279243,0.013904370456099083,0.01368968500314477,0.02659964352012248,0.03548463634825104
2021-04-23,0.015718651129360002,0.013657446719063682,0.013513874983966202,0.026059409599343147,0.03456092694444118
2021-04-26,0.015582153571949428,0.013897810212550066,0.013408874441763216,0.025914845289084342,0.034551323942785386
2021-04-27,0.015113267960092441,0.013854433833672394,0.013339100109073536,0.025745054551564287,0.035457197196927824
2021-04-28,0.015075887483861657,0.01394025645505932,0.014451524875096282,0.02583819252482214,0.03458849056222534
2021-04-29,0.014999162276845073,0.01380252116453671,0.01454781338299338,0.025839442828337927,0.03424809661612627
2021-04-30,0.01377561564965683,0.011856709487084829,0.013512168336383107,0.024464612171416395,0.03279844433348418
2021-05-03,0.01373318790885624,0.01271403725012685,0.013508321301590798,0.024654193026221585,0.033519676151482596
2021-05-04,0.014643028272662801,0.013418361732532151,0.013323241215125438,0.02524575501378673,0.03344096810395551
2021-05-05,0.014561528662712623,0.013621485274752394,0.013348421693503646,0.025155912023693976,0.03337161000145362
2021-05-06,0.014109905030411922,0.013311110772653583,0.013375368442995994,0.024198512858833364,0.03215285985697266
2021-05-07,0.014115732870144912,0.013050819067870714,0.013148252538850717,0.024211116143811516,0.03211592815051982
2021-05-10,0.01503319758689474,0.014405599392933087,0.01352459232750331,0.025164480796326973,0.033741804672213715
2021-05-11,0.015124690570615197,0.014454123636784355,0.013502686295278912,0.025149481629569946,0.033856016001318774
2021-05-12,0.015685476832706265,0.015036873071082377,0.014362996166426698,0.026244062858120348,0.034000616576377714
2021-05-13,0.015653110710307144,0.014883650714693244,0.014361273081958984,0.025467411369630263,0.032881833847780706
2021-05-14,0.01599708428247079,0.014782802057321635,0.01397007549347798,0.02584598199579179,0.03352352145901417
2021-05-17,0.015541829944491737,0.014538931791582863,0.013198345831207164,0.025782926896337953,0.03244516145815226
2021-05-18,0.01567613046263787,0.014707498720554811,0.013258354408952058,0.02580488043133944,0.03245222660755033
